DatasetID;DatasetAccessionID;SampleAccessionID;CellType;DetailedCellType;Condition;SenescentType;Treatment;timepoints;Immortalised
Tanke;200213323;SRR21563961;Endothelial;Umbilical Vein Endothelial cells;Quiescent;none;72h shear stress at 15 dyn/cm2;none;no
Tanke;200213323;SRR21563962;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;static condition;none;no
Tanke;200213323;SRR21563963;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;static condition;none;no
Tanke;200213323;SRR21563964;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;static condition;none;no
Bawens;E-MTAB-10969;ERR6804206;Keratinocyte;skin of prepuce of penis;Proliferative;none;none;3d;no
Bawens;E-MTAB-10969;ERR6804207;Keratinocyte;skin of prepuce of penis;Proliferative;none;none;5d;no
Bawens;E-MTAB-10969;ERR6804208;Keratinocyte;skin of prepuce of penis;Senescent;Radiation;UVB at 311 nm;3d;no
Bawens;E-MTAB-10969;ERR6804209;Keratinocyte;skin of prepuce of penis;Senescent;Radiation;UVB at 311 nm;5d;no
Bawens;E-MTAB-10969;ERR6804210;Keratinocyte;skin of prepuce of penis;Senescent;Telomere shortening;passage 12 to 14;2m;no
Bawens;E-MTAB-10969;ERR6804211;Keratinocyte;skin of prepuce of penis;Proliferative;none;none;0;no
Bawens;E-MTAB-10969;ERR6804212;Keratinocyte;skin of prepuce of penis;Proliferative;none;none;3d;no
Bawens;E-MTAB-10969;ERR6804213;Keratinocyte;skin of prepuce of penis;Proliferative;none;none;5d;no
Bawens;E-MTAB-10969;ERR6804214;Keratinocyte;skin of prepuce of penis;Senescent;Radiation;UVB at 311 nm;3d;no
Bawens;E-MTAB-10969;ERR6804215;Keratinocyte;skin of prepuce of penis;Senescent;Radiation;UVB at 311 nm;5d;no
Bawens;E-MTAB-10969;ERR6804216;Keratinocyte;skin of prepuce of penis;Senescent;Telomere shortening;passage 12 to 14;2m;no
Bawens;E-MTAB-10969;ERR6804217;Keratinocyte;skin of prepuce of penis;Proliferative;none;none;0;no
Bawens;E-MTAB-10969;ERR6804218;Keratinocyte;skin of prepuce of penis;Proliferative;none;none;3d;no
Bawens;E-MTAB-10969;ERR6804219;Keratinocyte;skin of prepuce of penis;Proliferative;none;none;5d;no
Bawens;E-MTAB-10969;ERR6804220;Keratinocyte;skin of prepuce of penis;Senescent;Radiation;UVB at 311 nm;3d;no
Bawens;E-MTAB-10969;ERR6804221;Keratinocyte;skin of prepuce of penis;Senescent;Radiation;UVB at 311 nm;5d;no
Bawens;E-MTAB-10969;ERR6804222;Keratinocyte;skin of prepuce of penis;Senescent;Telomere shortening;passage 12 to 14;2m;no
Bawens;E-MTAB-10969;ERR6804223;Keratinocyte;skin of prepuce of penis;Proliferative;none;none;0;no
Bawens;E-MTAB-10969;ERR6804224;Keratinocyte;skin of prepuce of penis;Proliferative;none;none;3d;no
Bawens;E-MTAB-10969;ERR6804225;Keratinocyte;skin of prepuce of penis;Proliferative;none;none;5d;no
Bawens;E-MTAB-10969;ERR6804226;Keratinocyte;skin of prepuce of penis;Senescent;Radiation;UVB at 311 nm;3d;no
Bawens;E-MTAB-10969;ERR6804227;Keratinocyte;skin of prepuce of penis;Senescent;Radiation;UVB at 311 nm;5d;no
Bawens;E-MTAB-10969;ERR6804228;Keratinocyte;skin of prepuce of penis;Senescent;Telomere shortening;passage 12 to 14;2m;no
Bawens;E-MTAB-10969;ERR6804229;Keratinocyte;skin of prepuce of penis;Proliferative;none;none;0;no
Savic;GSE230181;SRR24952339;Endothelial;Lung Microvascular Endothelial Cells;Proliferative;none;none;none;no
Savic;GSE230181;SRR24952340;Endothelial;Lung Microvascular Endothelial Cells;Proliferative;none;none;none;no
Savic;GSE230181;SRR24952341;Endothelial;Lung Microvascular Endothelial Cells;Proliferative;none;none;none;no
Savic;GSE230181;SRR24952342;Endothelial;Lung Microvascular Endothelial Cells;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
Savic;GSE230181;SRR24952343;Endothelial;Lung Microvascular Endothelial Cells;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
Savic;GSE230181;SRR24952344;Endothelial;Lung Microvascular Endothelial Cells;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
Savic;GSE230181;SRR24952345;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;none;none;no
Savic;GSE230181;SRR24952346;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;none;none;no
Savic;GSE230181;SRR24952347;Endothelial;Umbilical Vein Endothelial cells;Proliferative;none;none;none;no
Savic;GSE230181;SRR24952380;Endothelial;Umbilical Vein Endothelial cells;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
Savic;GSE230181;SRR24952381;Endothelial;Umbilical Vein Endothelial cells;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
Savic;GSE230181;SRR24952382;Endothelial;Umbilical Vein Endothelial cells;Senescent;Radiation;10Gy ionising radiation 14 days prior collection;none;no
HernandezSegura;E-MTAB-5403;ERR1805218;Keratinocyte;Primary epidermal keratinocytes;Proliferative;none;Proliferation;none;no
HernandezSegura;E-MTAB-5403;ERR1805226;Keratinocyte;Primary epidermal keratinocytes;Proliferative;none;Proliferation;none;no
HernandezSegura;E-MTAB-5403;ERR1805232;Keratinocyte;Primary epidermal keratinocytes;Senescent;Radiation;Irradiation, day 20;d20;no
HernandezSegura;E-MTAB-5403;ERR1805233;Keratinocyte;Primary epidermal keratinocytes;Senescent;Radiation;Irradiation, day 20;d20;no
HernandezSegura;E-MTAB-5403;ERR1805234;Keratinocyte;Primary epidermal keratinocytes;Senescent;Radiation;Irradiation, day 20;d20;no
HernandezSegura;E-MTAB-5403;ERR1805235;Keratinocyte;Primary epidermal keratinocytes;Senescent;Radiation;Irradiation, day 20;d20;no
HernandezSegura;E-MTAB-5403;ERR1805236;Keratinocyte;Primary epidermal keratinocytes;Senescent;Radiation;Irradiation, day 20;d20;no
HernandezSegura;E-MTAB-5403;ERR1805237;Keratinocyte;Primary epidermal keratinocytes;Proliferative;none;Proliferation;none;no
HernandezSegura;E-MTAB-5403;ERR1805238;Keratinocyte;Primary epidermal keratinocytes;Senescent;Radiation;Irradiation, day 20;d20;no
HernandezSegura;E-MTAB-5403;ERR1805239;Keratinocyte;Primary epidermal keratinocytes;Proliferative;none;Proliferation;none;no
HernandezSegura;E-MTAB-5403;ERR1805240;Keratinocyte;Primary epidermal keratinocytes;Proliferative;none;Proliferation;none;no
HernandezSegura;E-MTAB-5403;ERR1805241;Keratinocyte;Primary epidermal keratinocytes;Proliferative;none;Proliferation;none;no
HernandezSegura;E-MTAB-5403;ERR1805242;Melanocyte;Primary epidermal melanocytes;Proliferative;none;Proliferation;none;no
HernandezSegura;E-MTAB-5403;ERR1805250;Melanocyte;Primary epidermal melanocytes;Proliferative;none;Proliferation;none;no
HernandezSegura;E-MTAB-5403;ERR1805256;Melanocyte;Primary epidermal melanocytes;Senescent;Radiation;Irradiation, day 20;d20;no
HernandezSegura;E-MTAB-5403;ERR1805257;Melanocyte;Primary epidermal melanocytes;Senescent;Radiation;Irradiation, day 20;d20;no
HernandezSegura;E-MTAB-5403;ERR1805258;Melanocyte;Primary epidermal melanocytes;Senescent;Radiation;Irradiation, day 20;d20;no
HernandezSegura;E-MTAB-5403;ERR1805259;Melanocyte;Primary epidermal melanocytes;Senescent;Radiation;Irradiation, day 20;d20;no
HernandezSegura;E-MTAB-5403;ERR1805260;Melanocyte;Primary epidermal melanocytes;Senescent;Radiation;Irradiation, day 20;d20;no
HernandezSegura;E-MTAB-5403;ERR1805261;Melanocyte;Primary epidermal melanocytes;Proliferative;none;Proliferation;none;no
HernandezSegura;E-MTAB-5403;ERR1805262;Melanocyte;Primary epidermal melanocytes;Senescent;Radiation;Irradiation, day 20;d20;no
HernandezSegura;E-MTAB-5403;ERR1805263;Melanocyte;Primary epidermal melanocytes;Proliferative;none;Proliferation;none;no
HernandezSegura;E-MTAB-5403;ERR1805264;Melanocyte;Primary epidermal melanocytes;Proliferative;none;Proliferation;none;no
HernandezSegura;E-MTAB-5403;ERR1805265;Melanocyte;Primary epidermal melanocytes;Proliferative;none;Proliferation;none;no
